input_value,input_label,pred_value,pred_label
41,normal,42.158653,normal
76,elevated,75.78122,elevated
47,normal,44.005127,normal
54,normal,53.259827,normal
57,elevated,57.1232,elevated
60,elevated,62.06196,elevated
55,normal,53.929974,normal
57,elevated,56.272297,elevated
71,elevated,71.762245,elevated
42,normal,43.6919,normal
69,elevated,68.92398,elevated
66,elevated,65.917656,elevated
63,elevated,64.3314,elevated
55,normal,54.881737,normal
67,elevated,67.044266,elevated
52,normal,51.81608,normal
39,normal,39.192398,normal
51,normal,51.023323,normal
37,normal,36.721443,normal
54,normal,53.826927,normal
61,elevated,60.108963,elevated
73,elevated,73.29204,elevated
43,normal,46.400803,normal
49,normal,48.679607,normal
62,elevated,62.95985,elevated
56,elevated,56.133144,elevated
45,normal,45.721107,normal
29,normal,29.75578,normal
45,normal,45.836647,normal
51,normal,50.788403,normal
63,elevated,66.96042,elevated
57,elevated,56.943058,elevated
42,normal,40.056065,normal
59,elevated,59.3279,elevated
62,elevated,62.838696,elevated
44,normal,44.46441,normal
40,normal,39.79792,normal
53,normal,52.722534,normal
44,normal,45.754993,normal
41,normal,40.085434,normal
55,normal,54.899555,normal
55,normal,54.11605,normal
56,elevated,55.30585,elevated
54,normal,54.811317,normal
80,elevated,83.5454,elevated
51,normal,51.201576,normal
56,elevated,55.94937,elevated
61,elevated,59.972538,elevated
64,elevated,63.3603,elevated
60,elevated,59.82013,elevated
39,normal,36.618637,normal
52,normal,53.08732,normal
60,elevated,59.81582,elevated
52,normal,51.66698,normal
52,normal,51.888958,normal
52,normal,53.556477,normal
44,normal,50.143433,normal
29,normal,28.79921,normal
60,elevated,61.382957,elevated
64,elevated,63.77142,elevated
61,elevated,62.135456,elevated
61,elevated,58.929764,elevated
53,normal,52.196625,normal
49,normal,43.849953,normal
47,normal,46.44596,normal
58,elevated,57.89154,elevated
62,elevated,62.254135,elevated
56,elevated,55.285484,elevated
36,normal,35.22824,normal
48,normal,50.01373,normal
56,elevated,56.463943,elevated
65,elevated,63.95383,elevated
40,normal,38.42643,normal
45,normal,44.761726,normal
41,normal,40.833824,normal
37,normal,40.12557,normal
55,normal,55.05345,elevated
53,normal,52.94736,normal
38,normal,43.82691,normal
52,normal,48.559475,normal
52,normal,52.261406,normal
46,normal,44.28298,normal
52,normal,47.670418,normal
59,elevated,60.058926,elevated
53,normal,53.417988,normal
69,elevated,69.153404,elevated
35,normal,33.19824,normal
53,normal,51.84124,normal
57,elevated,57.045555,elevated
53,normal,52.00396,normal
52,normal,51.83763,normal
63,elevated,63.29715,elevated
63,elevated,63.677338,elevated
38,normal,36.992916,normal
46,normal,46.675037,normal
54,normal,54.930195,normal
43,normal,43.91499,normal
31,normal,31.590954,normal
35,normal,33.438988,normal
46,normal,43.55211,normal
60,elevated,59.851326,elevated
53,normal,52.28412,normal
46,normal,45.070908,normal
52,normal,52.007328,normal
64,elevated,62.10109,elevated
59,elevated,58.659595,elevated
53,normal,53.559357,normal
49,normal,50.62806,normal
59,elevated,59.308926,elevated
46,normal,45.067257,normal
54,normal,53.935204,normal
66,elevated,65.07401,elevated
57,elevated,56.29708,elevated
65,elevated,64.43524,elevated
60,elevated,60.97543,elevated
55,normal,54.478058,normal
61,elevated,61.46853,elevated
69,elevated,69.835014,elevated
54,normal,53.725327,normal
53,normal,51.48555,normal
45,normal,46.347244,normal
52,normal,53.236065,normal
51,normal,48.243877,normal
56,elevated,55.935627,elevated
90,elevated,91.48669,elevated
56,elevated,55.846355,elevated
67,elevated,65.931114,elevated
58,elevated,57.951565,elevated
58,elevated,59.14262,elevated
57,elevated,56.96984,elevated
50,normal,50.99476,normal
54,normal,53.56139,normal
56,elevated,56.53595,elevated
54,normal,53.99499,normal
58,elevated,59.50998,elevated
47,normal,48.082626,normal
51,normal,51.061234,normal
38,normal,37.891193,normal
59,elevated,57.73488,elevated
61,elevated,59.67381,elevated
60,elevated,58.63085,elevated
57,elevated,57.65706,elevated
49,normal,50.868176,normal
55,normal,54.5392,normal
52,normal,51.51528,normal
55,normal,54.009087,normal
53,normal,53.024124,normal
36,normal,33.956577,normal
60,elevated,62.199345,elevated
55,normal,54.582886,normal
54,normal,53.957485,normal
54,normal,52.74578,normal
56,elevated,57.68113,elevated
53,normal,52.29706,normal
60,elevated,58.110023,elevated
51,normal,50.6058,normal
35,normal,34.490326,normal
